resume_id,job_id,job_title,company,location,resume_category,similarity_score,match_percentage,matched_skills,original_job_skills
53,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.36,36.0,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
53,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3242,32.42,english; r,English Proficiency (Spoken)English Proficiency (Written)
53,47,,Scaler,Bangalore,,0.3241,32.41,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
53,29,,GlobalStep Services Private Limited,Pune,,0.3215,32.15,r,RecruitmentResume screeningInterview Coordination
53,5,,SREEDHARA ENTERPRISES,Bangalore,,0.31,31.0,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
53,43,,Mintifi Finserve Private Limited,Mumbai,,0.3081,30.81,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
53,17,,SpotOnMedia,Work from home,,0.3079,30.79,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
53,24,,SpotOnMedia,Work from home,,0.3079,30.79,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
53,37,,Urban Company,Bangalore,,0.2903,29.03,english; r,"MS-Excel, English Proficiency (Spoken)"
54,43,,Mintifi Finserve Private Limited,Mumbai,,0.435,43.5,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
54,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4189,41.89,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
54,29,,GlobalStep Services Private Limited,Pune,,0.4188,41.88,r,RecruitmentResume screeningInterview Coordination
54,17,,SpotOnMedia,Work from home,,0.4178,41.78,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
54,24,,SpotOnMedia,Work from home,,0.4178,41.78,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
54,37,,Urban Company,Bangalore,,0.4102,41.02,english; r,"MS-Excel, English Proficiency (Spoken)"
54,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4028,40.28,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
54,7,,Leafoberryy,Mumbai,,0.3962,39.62,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
54,11,,Lishanth Enterprises,Vijayawada,,0.3865,38.65,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
54,38,,Urban Company Ltd.,Bangalore,,0.386,38.6,english; r,"MS-Excel, English Proficiency (Written)"
55,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3763,37.63,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
55,37,,Urban Company,Bangalore,,0.3644,36.44,english; r,"MS-Excel, English Proficiency (Spoken)"
55,43,,Mintifi Finserve Private Limited,Mumbai,,0.3522,35.22,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
55,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3495,34.95,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
55,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3493,34.93,english; r,English Proficiency (Spoken)English Proficiency (Written)
55,7,,Leafoberryy,Mumbai,,0.3374,33.74,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
55,17,,SpotOnMedia,Work from home,,0.3226,32.26,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
55,24,,SpotOnMedia,Work from home,,0.3226,32.26,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
55,29,,GlobalStep Services Private Limited,Pune,,0.3213,32.13,r,RecruitmentResume screeningInterview Coordination
55,47,,Scaler,Bangalore,,0.3208,32.08,communication; english; hindi; r,English Proficiency (Spoken)Hindi Proficiency (Spoken)Effective Communication
56,36,,Medi Assist Healthcare Private Limited,Mumbai,,0.2949,29.49,medical terminology; r; terminology,Medical Terminology
56,29,,GlobalStep Services Private Limited,Pune,,0.2828,28.28,r,RecruitmentResume screeningInterview Coordination
56,2,,Gruhatara Estates,Bangalore,,0.2788,27.88,market research; r,"NegotiationDigital Marketing, Market researchMarketing Strategies"
56,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.2762,27.62,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
56,5,,SREEDHARA ENTERPRISES,Bangalore,,0.2748,27.48,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
56,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.2589,25.89,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
56,21,,Fitelo,Work from home,,0.2577,25.77,communication; english; r,Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Effective Communication
56,49,,Cloudnine Hospital,Bangalore,,0.2488,24.88,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
56,7,,Leafoberryy,Mumbai,,0.2485,24.85,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
56,12,,Belstar MicroFinance Limited,Chennai,,0.2382,23.82,accounting; plan; r,AccountingFinancial planningFinancial Reporting
57,38,,Urban Company Ltd.,Bangalore,,0.3829,38.29,english; r,"MS-Excel, English Proficiency (Written)"
57,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3807,38.07,english; r,English Proficiency (Spoken)English Proficiency (Written)
57,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3799,37.99,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
57,37,,Urban Company,Bangalore,,0.3702,37.02,english; r,"MS-Excel, English Proficiency (Spoken)"
57,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3654,36.54,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
57,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3637,36.37,r,MS-OfficeRecruitment
57,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3473,34.73,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
57,29,,GlobalStep Services Private Limited,Pune,,0.3439,34.39,r,RecruitmentResume screeningInterview Coordination
57,43,,Mintifi Finserve Private Limited,Mumbai,,0.3161,31.61,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
57,49,,Cloudnine Hospital,Bangalore,,0.2916,29.16,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
58,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4837,48.37,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
58,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4715,47.15,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
58,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.467,46.7,english; r,English Proficiency (Spoken)English Proficiency (Written)
58,38,,Urban Company Ltd.,Bangalore,,0.4663,46.63,english; r,"MS-Excel, English Proficiency (Written)"
58,37,,Urban Company,Bangalore,,0.4645,46.45,english; r,"MS-Excel, English Proficiency (Spoken)"
58,43,,Mintifi Finserve Private Limited,Mumbai,,0.4449,44.49,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
58,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4247,42.47,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
58,35,,California Burrito,Bangalore,,0.4222,42.22,graphic design; motion graphics; r,BrandingUI & UX DesignInterior designGraphic DesignDigital IllustrationMotion Graphics
58,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4105,41.05,r,MS-OfficeRecruitment
58,34,,Ashiana Housing Limited,Bhiwadi,,0.4057,40.57,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
59,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4594,45.94,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
59,34,,Ashiana Housing Limited,Bhiwadi,,0.4341,43.41,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
59,26,,Imarticus Learning,"Mumbai, Noida",,0.4288,42.88,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
59,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4268,42.68,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
59,43,,Mintifi Finserve Private Limited,Mumbai,,0.4174,41.74,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
59,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4162,41.62,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
59,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4041,40.41,english; r,English Proficiency (Spoken)English Proficiency (Written)
59,17,,SpotOnMedia,Work from home,,0.3875,38.75,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
59,24,,SpotOnMedia,Work from home,,0.3875,38.75,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
59,29,,GlobalStep Services Private Limited,Pune,,0.3856,38.56,r,RecruitmentResume screeningInterview Coordination
60,34,,Ashiana Housing Limited,Bhiwadi,,0.4272,42.72,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
60,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3992,39.92,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
60,29,,GlobalStep Services Private Limited,Pune,,0.3769,37.69,r,RecruitmentResume screeningInterview Coordination
60,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3578,35.78,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
60,43,,Mintifi Finserve Private Limited,Mumbai,,0.3321,33.21,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
60,22,,Faff,Bangalore,,0.3294,32.94,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
60,49,,Cloudnine Hospital,Bangalore,,0.3267,32.67,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
60,38,,Urban Company Ltd.,Bangalore,,0.3189,31.89,english; r,"MS-Excel, English Proficiency (Written)"
60,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.318,31.8,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
60,37,,Urban Company,Bangalore,,0.3037,30.37,english; r,"MS-Excel, English Proficiency (Spoken)"
61,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.523,52.3,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
61,43,,Mintifi Finserve Private Limited,Mumbai,,0.4929,49.29,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
61,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4504,45.04,english; r,English Proficiency (Spoken)English Proficiency (Written)
61,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4503,45.03,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
61,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4428,44.28,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
61,37,,Urban Company,Bangalore,,0.4422,44.22,english; r,"MS-Excel, English Proficiency (Spoken)"
61,26,,Imarticus Learning,"Mumbai, Noida",,0.4352,43.52,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
61,38,,Urban Company Ltd.,Bangalore,,0.4248,42.48,english; r,"MS-Excel, English Proficiency (Written)"
61,29,,GlobalStep Services Private Limited,Pune,,0.4237,42.37,r,RecruitmentResume screeningInterview Coordination
61,4,,CCL Advisors,Mumbai,,0.4115,41.15,legal research; r,Legal ResearchCompany LawLegal DraftingStatutory compliancesLegal WritingContract Management
62,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4449,44.49,english; r,English Proficiency (Spoken)English Proficiency (Written)
62,37,,Urban Company,Bangalore,,0.4391,43.91,english; r,"MS-Excel, English Proficiency (Spoken)"
62,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4376,43.76,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
62,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4261,42.61,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
62,43,,Mintifi Finserve Private Limited,Mumbai,,0.4224,42.24,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
62,5,,SREEDHARA ENTERPRISES,Bangalore,,0.394,39.4,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
62,38,,Urban Company Ltd.,Bangalore,,0.3771,37.71,english; r,"MS-Excel, English Proficiency (Written)"
62,26,,Imarticus Learning,"Mumbai, Noida",,0.3598,35.98,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
62,17,,SpotOnMedia,Work from home,,0.3554,35.54,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
62,24,,SpotOnMedia,Work from home,,0.3554,35.54,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
63,37,,Urban Company,Bangalore,,0.4983,49.83,english; r,"MS-Excel, English Proficiency (Spoken)"
63,38,,Urban Company Ltd.,Bangalore,,0.4924,49.24,english; r,"MS-Excel, English Proficiency (Written)"
63,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4848,48.48,english; r,English Proficiency (Spoken)English Proficiency (Written)
63,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4735,47.35,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
63,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4602,46.02,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
63,43,,Mintifi Finserve Private Limited,Mumbai,,0.4438,44.38,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
63,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4413,44.13,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
63,6,,Godrej Capital,"Ahmedabad, Mehsana, Pune, Gandhidham, Vapi, Ahmednagar, Vadodara, Mumbai, Nashik",,0.4313,43.13,communication; r,MS-OfficeMS-PowerPointMS-ExcelEffective Communication
63,48,,Zucol Group Of Companies,Pune,,0.4245,42.45,english; r,Creative WritingEnglish Proficiency (Spoken)English Proficiency (Written)Network protocols
63,19,,Bhanzu (Formerly Exploring Infinities),Bangalore,,0.3918,39.18,communication; english; r,"MS-Excel, English Proficiency (Spoken)English Proficiency (Written)SalesEffective CommunicationSales Strategy"
64,43,,Mintifi Finserve Private Limited,Mumbai,,0.6091,60.91,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
64,5,,SREEDHARA ENTERPRISES,Bangalore,,0.5816,58.16,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
64,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5729,57.29,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
